ID	EGDe_030510[Tiling]	EGDe_Stat[Tiling]
lmo2838	-3.008448631	-2.768447421
lmo2839	-2.8466657	-2.566512111
lmo2840	-2.312244121	-2.365320847
lmo2841	-2.226665559	-1.919145785
lmo2842	2.143157612	0.744645492
lmo2843	-0.949805557	-1.462271389
lmo2844	-0.96890017	-0.949222573
lmo2845	3.944619088	2.458981752
lmo2846	-2.421060961	-0.74618471
lmo2847	-2.50003952	-0.915930952
lmo2848	-2.822742851	-1.238701347
lmo2849	-2.457331695	-1.536031075
lmo2850	-2.163927004	-1.339305659
lmo2851	-1.69274138	2.19109634
lmo2852	-0.952399528	-0.62122716
lmo2853	2.094493379	3.074705052
lmo2854	0.305869315	-0.217292159
lmo2855	0.587709264	-1.045156944
lmo2856	4.823925347	2.235817345
lmo2857	-1.989319901	-2.281647198
pan	3.454812514	3.021169949
rli1 - LhrC-1	0.745687585	2.060379003
rli10 - rliD	0.404051504	-1.10901362
rli100	1.671841701	0.717920717
rli101	5.980883174	5.228546189
rli102	2.856221697	3.086598586
rli103	1.868144208	-0.272889381
rli104	-0.281781826	1.092804177
rli105	7.454278133	5.991704463
rli106	3.078732263	3.277755792
rli107	1.47437155	-0.39819644
rli108	4.712245466	-0.123608018
rli109	5.459637619	2.437009993
rli11 - sbrA	1.047356632	1.19283631
rli110	-0.604357493	-0.409210432
rli111	0.283525296	0.539548316
rli112	1.834811209	0.677421832
rli113	5.823619061	2.786766648
rli114	1.853673629	1.318396051
rli115	-0.98322499	-0.405127445
rli116	-0.967122933	-0.565247056
rli117	-2.048251946	-1.493638463
rli118	1.770999266	1.128886241
rli119	0.880191564	2.745526577
rli12 - ssrS-6S	7.675707604	8.273752406
rli120	0.463359841	0.071577104
rli121	-1.64953816	-1.56255052
rli122	0.903012311	1.207439197
rli123	-1.631689911	-0.745654735
rli124	3.425525372	1.601920254
rli125	-1.10585259	0.529949395
rli126	-1.292114128	-1.365997929
rli127	5.714683337	7.828999617
rli128	2.46342093	5.903683317
rli129	4.586558893	2.233753187
rli13 - rliE	-2.816775652	-2.338772062
rli130	6.914131313	7.845911399
rli131	5.437925824	3.70692561
rli132	0.444395743	0.885323259
rli133	1.747992922	0.726456168
rli134	2.437527654	0.072053782
rli135	3.107819778	3.296996321
rli136	5.117482401	6.944876247
rli137	3.312001877	2.553688623
rli138	4.409152098	4.425413151
rli139	-1.555731993	-2.059203758
rli14 - LhrB	5.855820521	3.79776192
rli140	-2.330495887	-0.685181128
rli141	0.634727156	1.155871983
rli142	0.924825462	1.960604833
rli143	1.579710287	-0.705985997
rli144	2.410313666	0.882787742
rli145	1.519810132	-0.350305343
rli146	-2.157796362	-0.10836762
rli147	4.422254367	3.825406812
rli148 - sbrB	-0.687095378	-2.547937444
rli149 - sbrD	2.230068064	-0.593526683
rli15 - rnpB	7.664067254	8.153654915
rli16 - rliF	-2.578579421	-1.517601647
rli17 - LhrA	4.434053896	5.056631536
rli18 - rliG	2.452490971	3.415970874
rli19 - ssrA	7.425431509	7.917750595
rli2 - LhrC-2	0.903975661	2.572974361
rli20 - SRP	5.582040621	5.693057307
rli21 - rliI	1.991672324	2.828407164
rli22	-0.506728319	0.301984278
rli23	2.052908491	1.679589971
rli24	2.540797199	0.96180649
rli25	1.925035888	1.366152472
rli26	3.530928637	1.081051231
rli27	0.224700559	1.696362608
rli28	5.738600971	6.487846532
rli28-2	5.31107368	6.216220011
rli28-3	5.028606479	4.903804781
rli29	5.275223143	3.573337642
rli3 - LhrC-3	1.561172296	2.608147808
rli30	2.842495191	3.238481865
rli31	7.153875597	6.437556069
rli32	6.481062875	5.980106957
rli33	2.936057239	3.063289659
rli33-2	2.913927092	3.71476848
rli33-3	3.061017364	3.385030566
rli34	0.787934693	1.443731986
rli34-2	-2.872938669	-2.525194169
rli35	1.925035888	1.366152472
rli36	2.35525045	2.196317171
rli37	3.202690164	2.929627193
rli38	3.780157527	1.356647894
rli39	2.176953567	3.006784878
rli4 - LhrC-4	-1.130902159	1.577741712
rli40	4.609980252	2.434987346
rli41	3.481041567	4.31671616
rli42	2.982283129	2.186724678
rli43	1.600979846	-0.27577991
rli44	5.201903395	5.718275256
rli45	1.643048112	1.155991116
rli45-2	-0.997790802	-1.630206043
rli46	4.847620603	4.444825874
rli47	5.351569779	8.86106422
rli48	0.139525847	-0.222219023
rli49	3.952015839	3.51369668
rli5 - rliA	-2.441442327	-0.761031198
rli50	5.489588943	6.317890414
rli51	0.605603233	0.416266253
rli52	-0.099992132	0.159019597
rli53	4.008384642	5.253107189
rli54	4.27733033	4.018511411
rli55	3.715012907	2.901540195
rli56	2.647866598	3.140756014
rli57	-2.373318153	0.106929543
rli58	4.087468684	3.756425789
rli59	3.718714341	2.076067291
rli6 - rliB	2.152486031	1.824603057
rli60	3.412825061	3.382317504
rli61	6.994293476	6.203331265
rli62	7.225462516	7.522428527
rli63	6.14140319	3.142305972
rli65	3.050104236	1.951177765
rli66	3.389326086	1.555627739
rli67	3.511960136	1.399415303
rli68	5.128471074	5.742484005
rli69	1.213916048	1.149608113
rli7 - LhrC-5	1.107984715	1.48796022
rli70	-1.967538028	-2.028704406
rli71	1.654141409	0.071515281
rli72	7.367854014	7.014056269
rli73	1.914513161	0.308912011
rli74	-0.752248779	-1.262194096
rli75	-1.25846669	-0.472160407
rli76	0.909067459	-0.003513206
rli77	1.065094607	3.676964956
rli78	2.087561653	-0.256228795
rli79	1.002686552	1.298173721
rli8 - rliC	-1.40733039	-1.820497363
rli80	2.742886538	2.241763482
rli81	6.1355938	2.898588018
rli82	2.605524004	1.969694949
rli83	1.893927172	2.244453135
rli84	6.310381156	3.142409225
rli85	-1.499833063	-2.999188597
rli86	-1.46942928	0.651645537
rli87	3.245511448	1.494010518
rli88	1.808447241	3.526178954
rli89	0.497103526	-0.103089835
rli9 - rliH	-0.610691547	1.200659007
rli90	2.95508192	1.649856158
rli91	3.550097063	8.986291632
rli92	8.149836772	7.099170285
rli93	-3.292783944	-3.867443118
rli94	0.507647117	-1.010957835
rli95	-3.245665516	-2.445539461
rli96	1.900181413	2.641699046
rli97	5.526481092	7.008020639
rli98	-0.170790334	0.220721932
rli99	0.995264423	0.598092729
yybP-ykoY	1.830961365	-0.057361077
